Source,Target,ID,Weight,Type
800,72,0,,directed
800,516,1,4.4007915332621845,directed
800,148,2,,directed
800,214,3,,directed
800,533,4,,directed
800,558,5,,directed
800,562,6,4.216147754513198,directed
800,100,7,4.007544709388972,directed
800,566,8,4.119329181836951,directed
800,670,9,,directed
800,184,10,,directed
800,270,11,3.9243441118048366,directed
800,554,12,,directed
800,862,13,4.011888888132995,directed
800,620,14,,directed
800,470,15,4.134152215799614,directed
800,24,16,4.272807211369755,directed
800,591,17,,directed
800,152,18,,directed
800,226,19,3.8841880840295744,directed
800,20,20,3.836805555555556,directed
800,520,21,,directed
800,776,22,,directed
800,616,23,4.193956906392695,directed
800,492,24,,directed
800,484,25,,directed
800,706,26,4.504863206444536,directed
800,583,27,,directed
800,608,28,3.9170043867586246,directed
800,792,29,4.2979233513160935,directed
800,858,30,,directed
800,788,31,,directed
800,688,32,4.084665121422294,directed
800,170,33,4.358974358974359,directed
800,760,34,4.333879333879334,directed
800,60,35,,directed
800,446,36,,directed
800,404,37,4.318310367362415,directed
800,598,38,,directed
800,44,39,,directed
800,124,40,4.288097378745952,directed
800,682,41,4.383478331288571,directed
800,68,42,,directed
800,498,43,,directed
800,8,44,,directed
800,222,45,,directed
800,756,46,4.060374564345558,directed
800,4,47,6.018122163776016,directed
800,703,48,,directed
800,188,49,,directed
800,784,50,4.190167628519977,directed
800,466,51,4.2586912065439675,directed
800,807,52,,directed
800,180,53,4.714179261742235,directed
800,454,54,4.127739331026528,directed
800,332,55,3.9679211203483757,directed
800,428,56,,directed
800,76,57,3.836805555555556,directed
800,752,58,,directed
800,31,59,4.058075780558716,directed
800,328,60,4.1390989287964715,directed
800,208,61,4.0149451274353885,directed
800,28,62,,directed
800,524,63,,directed
800,376,64,4.49285142377306,directed
800,116,65,,directed
800,132,66,,directed
800,12,67,3.919797268743941,directed
800,768,68,,directed
800,826,69,4.712284881482426,directed
800,512,70,,directed
800,450,71,3.8656633221850614,directed
800,414,72,,directed
800,275,73,4.677293534605376,directed
800,203,74,,directed
800,659,75,,directed
800,352,76,,directed
800,340,77,,directed
800,36,78,4.464716166634609,directed
800,360,79,,directed
800,398,80,,directed
800,762,81,,directed
800,276,82,4.603444407813318,directed
800,144,83,3.743267276422764,directed
800,654,84,4.085305719921105,directed
800,662,85,,directed
800,724,86,4.102564102564102,directed
800,50,87,4.082814245129749,directed
800,96,88,,directed
800,196,89,,directed
800,178,90,4.845921646484697,directed
800,894,91,4.4284005627701255,directed
800,624,92,,directed
800,388,93,,directed
800,548,94,,directed
800,678,95,4.00233226651887,directed
800,434,96,,directed
800,438,97,,directed
800,380,98,4.503100600998948,directed
800,250,99,4.479608349502112,directed
800,268,100,,directed
800,504,101,,directed
800,694,102,4.517790262172284,directed
800,320,103,3.8271604938271606,directed
800,462,104,4.691173057248915,directed
800,51,105,,directed
800,876,106,,directed
800,56,107,4.174256223436551,directed
800,336,108,4.1220929320241435,directed
800,740,109,,directed
800,480,110,,directed
800,660,111,,directed
800,348,112,,directed
800,300,113,4.596508563899868,directed
800,728,114,4.3059909278150785,directed
800,600,115,,directed
800,887,116,4.17823003391921,directed
800,634,117,3.9247871209570135,directed
800,686,118,3.9842854639759175,directed
800,704,119,4.262895733807755,directed
800,242,120,3.6350945017182132,directed
800,104,121,,directed
800,604,122,,directed
800,410,123,3.625453495554811,directed
800,296,124,,directed
800,90,125,,directed
800,262,126,3.9799496398889826,directed
800,496,127,,directed
31,643,128,4.330939736988448,directed
31,156,129,4.077340379626706,directed
31,356,130,4.095270552339384,directed
31,174,131,,directed
31,246,132,4.175826447002552,directed
31,882,133,,directed
31,408,134,,directed
31,192,135,3.8632638679976177,directed
31,578,136,4.232936355487259,directed
31,417,137,4.077100192248086,directed
31,120,138,,directed
31,232,139,,directed
31,795,140,3.94557081583992,directed
31,716,141,3.929236499068902,directed
31,674,142,,directed
31,508,143,,directed
31,48,144,4.553565916669153,directed
31,854,145,,directed
31,368,146,4.012393845737753,directed
31,231,147,4.420563601245242,directed
31,308,148,4.314942593503264,directed
31,702,149,4.166666666666667,directed
31,108,150,,directed
31,266,151,,directed
31,191,152,4.086136717136395,directed
31,324,153,,directed
31,364,154,4.262432619749528,directed
31,426,155,,directed
31,840,156,4.221497868948169,directed
31,710,157,4.93421052631579,directed
31,764,158,3.9212787958345303,directed
31,418,159,,directed
31,818,160,3.8831285084943303,directed
31,780,161,,directed
31,288,162,,directed
31,440,163,4.12103189893459,directed
31,233,164,3.8805523180523185,directed
31,729,165,4.206424857081821,directed
31,798,166,,directed
31,804,167,4.153951117298998,directed
31,52,168,,directed
31,384,169,4.0119363395225465,directed
31,84,170,4.0404620513091025,directed
31,430,171,,directed
31,528,172,4.259324475966195,directed
31,646,173,4.00460962258715,directed
31,212,174,,directed
31,690,175,,directed
31,372,176,4.1841383604026205,directed
31,64,177,,directed
31,586,178,4.050051087078067,directed
31,442,179,3.991794834664553,directed
31,32,180,4.09665991902834,directed
31,112,181,4.014712335323852,directed
31,834,182,,directed
31,140,183,,directed
31,748,184,,directed
31,860,185,4.044155806809336,directed
31,585,186,,directed
31,136,187,,directed
31,204,188,,directed
31,392,189,4.151503538103819,directed
31,478,190,3.3170539420539424,directed
31,218,191,,directed
31,458,192,3.873345381062097,directed
31,344,193,,directed
31,584,194,,directed
31,400,195,3.9107044373444806,directed
31,40,196,4.377813939500152,directed
31,422,197,4.47268018692408,directed
31,72,198,,directed
31,516,199,,directed
31,148,200,,directed
31,214,201,,directed
31,533,202,,directed
31,558,203,,directed
31,562,204,4.217092575864971,directed
31,100,205,4.159137512697906,directed
31,566,206,4.166666666666667,directed
31,670,207,,directed
31,184,208,,directed
31,270,209,,directed
31,554,210,,directed
31,862,211,4.013772355988223,directed
31,620,212,4.084061588924679,directed
31,470,213,3.3429683319957197,directed
31,24,214,,directed
31,591,215,,directed
31,152,216,4.166666666666667,directed
31,226,217,3.8134129490722466,directed
31,20,218,,directed
31,520,219,,directed
31,776,220,,directed
31,616,221,4.088329547614203,directed
31,492,222,,directed
31,484,223,4.013110777462875,directed
31,706,224,4.691733069837423,directed
31,583,225,,directed
31,608,226,3.9721357591040958,directed
31,792,227,4.185981521466501,directed
31,858,228,5.357837417347335,directed
31,788,229,4.151918486054313,directed
31,688,230,4.036242246730291,directed
31,170,231,,directed
31,760,232,4.480574399902406,directed
31,60,233,,directed
31,446,234,,directed
31,404,235,3.497023809523809,directed
31,598,236,,directed
31,44,237,,directed
31,124,238,4.478715508962125,directed
31,682,239,4.07279517102621,directed
31,68,240,,directed
31,498,241,4.1718441787248866,directed
31,8,242,3.5435980571697985,directed
31,222,243,,directed
31,756,244,4.16155702000909,directed
31,4,245,4.430961770434131,directed
31,703,246,4.226190476190475,directed
31,188,247,,directed
31,784,248,3.9236168448794553,directed
31,466,249,,directed
31,807,250,4.1444834512752475,directed
31,180,251,,directed
31,454,252,,directed
31,332,253,,directed
31,428,254,3.791376751511985,directed
31,76,255,3.7687347597397554,directed
31,752,256,4.106094087108726,directed
31,800,257,4.09828060514977,directed
31,328,258,3.9808558558558547,directed
31,208,259,,directed
31,28,260,,directed
31,524,261,4.5668335187245095,directed
31,376,262,4.4147108503764,directed
31,116,263,,directed
31,132,264,,directed
31,12,265,4.091460488506567,directed
31,768,266,,directed
31,826,267,4.063149655150703,directed
31,512,268,3.225473053567556,directed
31,450,269,,directed
31,414,270,3.8152454429628353,directed
31,275,271,4.376648683641693,directed
31,203,272,4.238866175320133,directed
31,659,273,,directed
31,352,274,,directed
31,340,275,,directed
31,36,276,4.573275423875951,directed
31,360,277,3.9552365103409906,directed
31,398,278,4.085181910259856,directed
31,762,279,3.96749427752213,directed
31,276,280,4.189727184778552,directed
31,144,281,4.2220172201722015,directed
31,654,282,,directed
31,662,283,,directed
31,724,284,4.343351660264673,directed
31,50,285,3.8156028368794326,directed
31,96,286,,directed
31,196,287,4.035581905346956,directed
31,178,288,,directed
31,894,289,,directed
31,624,290,,directed
31,388,291,,directed
31,548,292,,directed
31,678,293,,directed
31,434,294,,directed
31,438,295,,directed
31,380,296,4.122029185132727,directed
31,250,297,4.4290787823782045,directed
31,268,298,,directed
31,504,299,3.968637447087605,directed
31,694,300,,directed
31,320,301,,directed
31,462,302,3.866092957235786,directed
31,51,303,4.389807155928328,directed
31,876,304,,directed
31,56,305,4.188268942819825,directed
31,336,306,4.211098521620404,directed
31,740,307,3.763625168624401,directed
31,480,308,,directed
31,660,309,,directed
31,348,310,4.0500175674719125,directed
31,300,311,4.020667465573704,directed
31,728,312,,directed
31,600,313,,directed
31,887,314,,directed
31,634,315,3.99152403236656,directed
31,686,316,,directed
31,704,317,3.968841730872277,directed
31,242,318,4.351598173515981,directed
31,104,319,4.569662870571222,directed
31,604,320,,directed
31,410,321,3.8150908105843815,directed
31,296,322,,directed
31,90,323,,directed
31,262,324,,directed
31,496,325,,directed
328,643,326,4.175988310584916,directed
328,156,327,4.23333429468649,directed
328,356,328,,directed
328,174,329,,directed
328,246,330,,directed
328,882,331,,directed
328,408,332,,directed
328,192,333,4.100281289536328,directed
