Source,Target,ID,Weight,Type
768,204,0,4.162036642461681,directed
768,392,1,4.411332941867293,directed
768,478,2,4.030501089324619,directed
768,218,3,,directed
768,458,4,,directed
768,344,5,,directed
768,584,6,,directed
768,400,7,,directed
768,40,8,,directed
768,422,9,,directed
768,72,10,,directed
768,516,11,,directed
768,148,12,,directed
768,214,13,,directed
768,533,14,,directed
768,558,15,,directed
768,562,16,4.203543989172879,directed
768,100,17,,directed
768,566,18,4.208631886153814,directed
768,670,19,,directed
768,184,20,,directed
768,270,21,3.9497245179063363,directed
768,554,22,,directed
768,862,23,,directed
768,620,24,,directed
768,470,25,,directed
768,24,26,,directed
768,591,27,,directed
768,152,28,3.6251426940639275,directed
768,226,29,,directed
768,20,30,,directed
768,520,31,,directed
768,776,32,,directed
768,616,33,,directed
768,492,34,,directed
768,484,35,,directed
768,706,36,,directed
768,583,37,,directed
768,608,38,,directed
768,792,39,,directed
768,858,40,,directed
768,788,41,,directed
768,688,42,4.023900169204738,directed
768,170,43,,directed
768,760,44,,directed
768,60,45,,directed
768,446,46,,directed
768,404,47,,directed
768,598,48,,directed
768,44,49,,directed
768,124,50,,directed
768,682,51,4.006430295304088,directed
768,68,52,,directed
768,498,53,,directed
768,8,54,,directed
768,222,55,,directed
768,756,56,,directed
768,4,57,,directed
768,703,58,,directed
768,188,59,,directed
768,784,60,,directed
768,466,61,4.224541782818147,directed
768,807,62,,directed
768,180,63,3.945487382987382,directed
768,454,64,,directed
768,332,65,,directed
768,428,66,,directed
768,76,67,4.0250299760191846,directed
768,752,68,,directed
768,800,69,,directed
768,31,70,,directed
768,328,71,,directed
768,208,72,,directed
768,28,73,,directed
768,524,74,,directed
768,376,75,4.3561972053094955,directed
768,116,76,,directed
768,132,77,4.228959025470654,directed
768,12,78,4.038161993769471,directed
768,826,79,4.493216214577358,directed
768,512,80,,directed
768,450,81,3.999063670411985,directed
768,414,82,,directed
768,275,83,4.518208472637879,directed
768,203,84,,directed
768,659,85,4.075867635189669,directed
768,352,86,,directed
768,340,87,,directed
768,36,88,,directed
768,360,89,,directed
768,398,90,3.789992767823815,directed
768,762,91,,directed
768,276,92,3.971476162164365,directed
768,144,93,,directed
768,654,94,,directed
768,662,95,,directed
768,724,96,4.228959025470654,directed
768,50,97,,directed
768,96,98,,directed
768,196,99,,directed
768,178,100,,directed
768,894,101,,directed
768,624,102,,directed
768,388,103,,directed
768,548,104,,directed
768,678,105,,directed
768,434,106,,directed
768,438,107,,directed
768,380,108,3.6407183792703597,directed
768,250,109,4.5231670169593405,directed
768,268,110,,directed
768,504,111,,directed
768,694,112,4.066941341360131,directed
768,320,113,,directed
768,462,114,,directed
768,51,115,,directed
768,876,116,,directed
768,56,117,,directed
768,336,118,,directed
768,740,119,,directed
768,480,120,,directed
768,660,121,,directed
768,348,122,,directed
768,300,123,,directed
768,728,124,,directed
768,600,125,,directed
768,887,126,,directed
